id,name,WoWCombatLog-090226_172412.txt,WoWCombatLog-080126_225759.txt,WoWCombatLog-090726_185257.txt,WoWCombatLog-091426_172259.txt,WoWCombatLog-092026_142939.txt,WoWCombatLog-090626_142343.txt,WoWCombatLog-090926_174710.txt,WoWCombatLog-091626_172855.txt
1291580,"Ophidian Maw",2298,0,780,1213,776,2175,653,846
1291581,"Ula'tek's Gift",2530,0,791,1285,863,2001,640,767
1291723,"Viperine Grasp",131,0,41,67,71,123,47,84
1291724,"Mephitic Cloud",186,0,25,69,87,120,62,72
1291725,"Gorgoneion Gaze",50,0,15,54,46,71,23,27
1291791,"Drink",0,1,0,0,0,1,0,0
1291894,"Soulcoiler Ritual Vessel",161,0,125,122,191,158,196,263
1292058,"Heroic Might",328,13,349,443,132,484,164,167
1292159,"Lithic Plumage",212,0,77,162,85,221,84,93
1292166,"Lithic Plumage",0,0,0,0,0,1,0,0
1292247,"Ouroboric Cycle",944,0,365,639,410,994,268,377
1292249,"Ouroboric Cycle",1,0,0,1,0,2,0,0
1292289,"Volatile Venom",0,0,0,0,0,0,0,2
1292299,"Seriously Sharp Seashell",108,0,466,560,570,421,319,400
1292300,"Brittle Torga Totem",102,0,457,560,563,410,320,398
1292323,"Unbound Flame",44,0,4,5,3,11,6,0
1292863,"Spiritfall",0,0,0,0,1,0,0,3
1292922,"Coalescence",0,11,0,0,0,1,0,0
1293316,"Empowering Venom",136,0,302,325,273,319,326,361
1293322,"Ula'tek's Sssacrificial Rain",1,0,0,0,0,0,0,0
1293326,"Tattered Amani War Banner",0,0,0,0,13,5,44,0
1293799,"Trovehunter's Bounty",360,0,83,181,147,269,88,197
1293925,"Venomborn Twin",0,0,0,0,1,0,0,0
1294286,"Soulguide Charm",0,0,0,0,1,0,0,0
1294330,"Spirit Ward",3,0,0,0,0,1,0,0
1294727,"Well Fed",397,5,138,196,140,291,125,90
1294745,"The King's Unyielding Wind",0,0,0,0,0,3,0,0
1295057,"Tidal Insight",294,0,1389,1061,1640,882,370,864
1295132,"Liquid Luster",1,0,0,9,11,4,0,25
1295147,"Lustrous Gleam",1,0,0,9,11,4,0,25
1295275,"The King's Unyielding Wind",0,0,0,0,0,3,0,0
1295328,"First Mate's Shellward",6,0,23,31,51,45,10,24
1295333,"Frost-Injected Vapor",0,1,0,0,0,0,0,0
1295337,"Mana Barrier Projector",0,0,0,0,0,1,0,0
1295338,"Shockwave Amplifier",0,1,0,0,0,0,0,0
1295582,"Focus of Ula'tek",687,0,1378,2006,1180,1834,749,521
1295623,"Pearl of Jubilation",2,0,0,0,0,0,0,0
1295735,"Battle Fervor",0,0,0,0,23,7,58,0
1295885,"Hex Lord's Doom",1,0,13,127,121,0,313,181
1295898,"Versatile Ritual",348,0,422,636,709,435,650,516
1295899,"Critical Ritual",314,0,399,578,633,369,522,444
1295900,"Hasty Ritual",284,0,411,578,621,380,560,464
1295901,"Masterful Ritual",260,0,410,578,632,373,551,427
1295942,"Prismatic Bolt!",1004,0,359,270,577,294,865,723
1296209,"Soldier's Pride",5,0,2,0,0,8,0,0
1296714,"Faith in Ula'tek",486,0,0,76,0,71,207,0
1296884,"Rush of Fangs",47,0,198,283,211,243,0,0
1296890,"Ophidian Bone Whistle",27,0,2,1,3,26,6,11
1296930,"Cumulative Power",783,0,511,417,912,349,836,1199
1296934,"Fury of the Dead",0,0,0,0,772,0,0,661
1297033,"Unbroken Rhythm",0,0,416,370,472,461,0,0
1297365,"Freezing Tempest",0,0,0,32,0,0,0,0
1297433,"Soulburst",202,0,183,134,142,218,300,157
1297655,"Jan'alai's Rite",390,0,168,461,454,186,540,576
1297663,"Halazzi's Rite",726,0,772,1302,1295,912,1146,1546
1297664,"Akil'zon's Rite",251,0,522,580,427,590,513,498
1297665,"Nalorakk's Rite",38,0,90,113,122,77,154,173
1297761,"Voracious Heart of Ula'tek",53,0,70,106,174,71,231,242
1297789,"Resonance of the Soulcoilers",1,0,0,1,1,0,0,0
1298061,"Resonance of the Soulcoilers",2,0,0,1,1,0,0,0
1298433,"Corrosive Victory",9,0,6,4,1,0,1,0
1298902,"Proof of Mastery",9,0,0,0,0,0,9,0
1298903,"Proof of Endurance",0,0,0,0,0,9,0,0
1298943,"Dunduned",2,0,4,3,1,10,6,15
1298951,"Dundun",1,0,0,0,0,0,2,2
1298957,"Maskuerade",0,0,1,0,0,0,0,0
1299389,"Cobra Fang",0,0,933,798,797,699,217,644
1299509,"Vanquishing",0,0,0,0,0,7,0,4
1299991,"Short Circuit",0,0,0,0,0,0,585,0
1300008,"Power Word: Shield (Unfolding Vision)",6,0,29,94,231,66,1,1
1300009,"Void Shield (Unfolding Vision)",5,0,52,20,26,80,3,0
1300219,"Flowing Elements",0,0,363,414,284,433,174,273
1300222,"Overcharge!",0,0,666,703,540,681,280,424
1300369,"Relentless Rider's Strength",0,0,123,132,123,134,0,0
1300642,"Condensation",8161,0,0,1,801,873,10118,11951
1300670,"Winding Up",1564,0,1192,1711,439,1704,705,739
1300681,"Vengeful Shield",391,0,0,0,5,0,222,263
1301286,"Gorestained Claws",1,0,0,0,0,0,0,0
1301489,"Idol of Ula'tek",9,0,0,2,7,41,5,1
1301600,"Halazzi's Fury",53,0,0,0,0,0,53,61
1301768,"Akil'zon's Clarity",59,0,234,199,116,224,356,472
1301778,"Unstable Trigger",193,0,59,131,185,148,109,168
1301989,"Overgrowth",3,0,0,45,52,2,0,1
1302055,"Tertius",1,0,0,3,0,2,0,0
1302060,"Secundus",1,0,0,1,0,4,0,0
1302061,"Primus",1,0,0,1,0,3,0,0
1302255,"Genesis",1,0,0,130,138,1,0,4
1302277,"Death Bringer",8,0,0,0,0,0,0,0
1302509,"Valeera's Recounting",6,0,0,1,4,3,0,0
1302568,"Insidious Venom",515,0,176,283,198,481,173,235
1302577,"Virulent Mucus",307,0,51,166,67,216,67,107
1302580,"Accursed Poison",699,0,169,348,222,515,174,242
1302600,"Miasma Geyser",109,0,58,71,72,120,45,60
1302602,"Plague of Corrosion",536,0,169,382,247,610,174,264
1303056,"Jaktu's Cursed Blade",0,0,0,0,0,0,1,0
1303107,"The Isle's Blessing",21,0,10,5,15,16,2,5
1303144,"Contract: Zul'jarra's Forces",2,0,29,27,7,10,6,12
1303146,"Contract: Zul'jarra's Forces",254,0,68,147,75,227,54,28
1303320,"Ancient Amani Mask",3,0,0,0,0,0,0,0
1303338,"Drink",108,0,159,150,157,138,95,84
1303479,"Sanguine Rancor",46,0,26,40,44,54,16,22
1303480,"Orbit Breaker",106,0,3,107,4,52,83,127
1303624,"Perceptive Chum",0,0,0,0,0,3,0,0
1304485,"Ancient Madness",27,0,102,99,99,96,45,50
1305147,"Beaming with Pride",0,0,0,0,1,0,0,0
1305150,"Hearty Well Fed",92,0,1,4,7,14,10,13
1305151,"Well Fed",25,0,3,9,4,34,23,1
1305152,"Well Fed",11,0,0,5,8,19,32,3
1305153,"Hearty Well Fed",93,0,0,2,22,12,17,25
1305154,"Well Fed",5,0,8,11,13,23,15,2
1305155,"Hearty Well Fed",101,0,2,8,5,13,7,21
1305156,"Well Fed",0,0,2,0,0,0,0,0
1305157,"Hearty Well Fed",6,0,0,0,0,0,0,0
1305230,"Divine Power",0,0,0,212,169,0,133,0
1305360,"Soul Fang Alacrity",0,0,0,0,99,0,0,0
1305376,"Devoured Strength",52,0,70,106,173,70,229,241
1305692,"Spiritfall",0,0,0,0,3,0,0,3
1305773,"Ward of the Uncoiled",2139,0,649,1388,1042,1628,757,1230
1305774,"Unstable Empowerment",94,0,0,0,0,8,0,0
1305846,"Preternatural Antivenom",0,0,31,0,0,0,1,321
1305910,"Whispers from De Other Side",9,0,0,0,6,3,1,4
1305951,"Forgotten Memento",3,0,0,1,0,21,1,0
1306118,"Renewed Vigor",26,0,53,1091,1080,165,883,4
1306161,"Divine Arbiter",0,0,0,431,371,0,160,0
1306162,"Divine Arbiter",0,0,0,92,116,0,67,0
1306516,"Air Bubble",0,0,0,0,11,0,0,24
1306822,"Imminent Gale",50,0,24,35,34,51,14,7
1306870,"Tattered Tortollan Scroll",105,0,464,574,570,418,320,406
1306960,"Dire Beast",0,0,312,274,148,182,229,214
1306990,"Dark Summon",0,0,0,0,0,0,1,0
1307361,"Killer Instincts",50,0,10,129,19,10,11,13
1307403,"Blighted Sever",0,0,4,0,0,0,0,0
1307470,"Hex Lord's Doom",140,0,70,240,209,58,399,215
1307563,"Spirit Strikes",0,0,8,0,17,0,0,22
1307578,"Soulcoil Barrier",939,0,792,905,1182,999,1380,1761
1307795,"Dark Transference",0,0,279,281,282,295,190,20
1307881,"Gory Fur",13,0,6,7,9,9,10,8
1307888,"Healing Rain",529,0,0,26,54,108,477,578
1307910,"Venomcursed Critical Strike",0,0,258,384,275,253,0,287
1307922,"Venomcursed Mastery",401,0,248,134,129,260,233,273
1307925,"Book of Storytime",0,0,0,0,0,1,0,0
1307927,"Venomcursed Haste",255,0,8,140,340,0,508,293
1307959,"Soul Sever",0,0,0,0,0,0,0,1
1308012,"Slick and Slimy Gralstone",104,0,462,567,571,424,321,406
1308013,"50-Lb Midnight Salmon",107,0,468,572,576,425,320,407
1308014,"Rotting Voidfin",103,0,463,571,568,416,323,405
1308176,"Dream Conduit",0,0,1,0,1,0,0,0
1308559,"Shadow Shard Sliver",0,0,0,1,0,0,0,0
1308693,"Cursed Badge of the Soulcoilers",48,0,10,9,1,5,15,2
1309117,"Ancestral Vision",0,0,0,0,0,0,1,0
1309793,"Amplified Refraction",55,0,14,15,26,13,82,70
1309794,"Blessing of Protection",0,0,0,0,0,5,5,0
1310012,"Mutating Elixir",0,0,0,0,0,0,11,0
1310248,"Rapid Refreezing",0,0,0,2,2,0,0,0
1310372,"Blood Debt",0,0,150,160,146,159,0,3
1310461,"Divine Arbiter",0,0,0,0,0,0,13,0
1310824,"Crunchy Appetizer",0,0,0,0,0,0,1,2
1317581,"Venomcursed Ascendance",342,0,603,715,1069,683,549,588
